Time,Energy (kWh),Power (kW),Transmission fee block,
23. 8. 2024 12:30:00,74.3750,297.5000,2,
23. 8. 2024 12:45:00,73.3750,293.5000,2,
23. 8. 2024 13:00:00,74.5000,298.0000,2,
23. 8. 2024 13:15:00,73.4750,293.9000,2,
23. 8. 2024 13:30:00,73.1750,292.7000,2,
23. 8. 2024 13:45:00,73.8250,295.3000,2,
23. 8. 2024 14:00:00,72.7000,290.8000,2,
23. 8. 2024 14:15:00,72.8000,291.2000,3,
23. 8. 2024 14:30:00,72.8250,291.3000,3,
23. 8. 2024 14:45:00,72.7250,290.9000,3,
23. 8. 2024 15:00:00,63.9750,255.9000,3,
23. 8. 2024 15:15:00,68.2250,272.9000,3,
23. 8. 2024 15:30:00,74.2000,296.8000,3,
23. 8. 2024 15:45:00,74.0250,296.1000,3,
23. 8. 2024 16:00:00,73.3750,293.5000,3,
23. 8. 2024 16:15:00,71.6500,286.6000,2,
23. 8. 2024 16:30:00,66.3250,265.3000,2,
23. 8. 2024 16:45:00,68.5250,274.1000,2,
23. 8. 2024 17:00:00,71.2500,285.0000,2,
23. 8. 2024 17:15:00,66.2500,265.0000,2,
23. 8. 2024 17:30:00,67.9750,271.9000,2,
23. 8. 2024 17:45:00,76.6250,306.5000,2,
23. 8. 2024 18:00:00,68.2500,273.0000,2,
23. 8. 2024 18:15:00,68.1250,272.5000,2,
23. 8. 2024 18:30:00,74.5750,298.3000,2,
23. 8. 2024 18:45:00,67.0250,268.1000,2,
23. 8. 2024 19:00:00,67.1000,268.4000,2,
23. 8. 2024 19:15:00,66.1000,264.4000,2,
23. 8. 2024 19:30:00,68.5000,274.0000,2,
23. 8. 2024 19:45:00,62.8000,251.2000,2,
23. 8. 2024 20:00:00,61.6500,246.6000,2,
23. 8. 2024 20:15:00,61.2250,244.9000,3,
23. 8. 2024 20:30:00,57.9000,231.6000,3,
23. 8. 2024 20:45:00,40.9500,163.8000,3,
23. 8. 2024 21:00:00,40.4250,161.7000,3,
23. 8. 2024 21:15:00,40.2250,160.9000,3,
23. 8. 2024 21:30:00,39.7250,158.9000,3,
23. 8. 2024 21:45:00,28.8000,115.2000,3,
23. 8. 2024 22:00:00,28.8250,115.3000,3,
23. 8. 2024 22:15:00,29.1250,116.5000,4,
23. 8. 2024 22:30:00,28.6250,114.5000,4,
23. 8. 2024 22:45:00,28.2750,113.1000,4,
23. 8. 2024 23:00:00,28.0750,112.3000,4,
23. 8. 2024 23:15:00,28.0750,112.3000,4,
23. 8. 2024 23:30:00,27.3000,109.2000,4,
23. 8. 2024 23:45:00,26.5000,106.0000,4,
24. 8. 2024 00:00:00,26.2250,104.9000,4,
24. 8. 2024 00:15:00,26.5750,106.3000,5,
24. 8. 2024 00:30:00,26.6000,106.4000,5,
24. 8. 2024 00:45:00,26.1750,104.7000,5,
24. 8. 2024 01:00:00,26.0000,104.0000,5,
24. 8. 2024 01:15:00,25.7500,103.0000,5,
24. 8. 2024 01:30:00,25.5750,102.3000,5,
24. 8. 2024 01:45:00,24.6750,98.7000,5,
24. 8. 2024 02:00:00,24.4500,97.8000,5,
24. 8. 2024 02:15:00,24.0750,96.3000,5,
24. 8. 2024 02:30:00,23.5750,94.3000,5,
24. 8. 2024 02:45:00,23.7250,94.9000,5,
24. 8. 2024 03:00:00,23.6750,94.7000,5,
24. 8. 2024 03:15:00,23.0250,92.1000,5,
24. 8. 2024 03:30:00,23.3250,93.3000,5,
24. 8. 2024 03:45:00,23.3500,93.4000,5,
24. 8. 2024 04:00:00,23.2000,92.8000,5,
24. 8. 2024 04:15:00,22.9500,91.8000,5,
24. 8. 2024 04:30:00,23.4500,93.8000,5,
24. 8. 2024 04:45:00,23.1500,92.6000,5,
24. 8. 2024 05:00:00,23.0000,92.0000,5,
24. 8. 2024 05:15:00,25.8500,103.4000,5,
24. 8. 2024 05:30:00,26.9750,107.9000,5,
24. 8. 2024 05:45:00,27.1250,108.5000,5,
24. 8. 2024 06:00:00,27.2750,109.1000,5,
24. 8. 2024 06:15:00,27.6250,110.5000,4,
24. 8. 2024 06:30:00,27.5250,110.1000,4,
24. 8. 2024 06:45:00,27.4750,109.9000,4,
24. 8. 2024 07:00:00,27.4750,109.9000,4,
24. 8. 2024 07:15:00,38.3750,153.5000,3,
24. 8. 2024 07:30:00,40.0500,160.2000,3,
24. 8. 2024 07:45:00,41.1250,164.5000,3,
24. 8. 2024 08:00:00,44.2250,176.9000,3,
24. 8. 2024 08:15:00,51.1500,204.6000,3,
24. 8. 2024 08:30:00,46.2000,184.8000,3,
24. 8. 2024 08:45:00,66.4500,265.8000,3,
24. 8. 2024 09:00:00,65.8500,263.4000,3,
24. 8. 2024 09:15:00,64.9250,259.7000,3,
24. 8. 2024 09:30:00,64.3000,257.2000,3,
24. 8. 2024 09:45:00,63.6750,254.7000,3,
24. 8. 2024 10:00:00,63.4250,253.7000,3,
24. 8. 2024 10:15:00,63.6000,254.4000,3,
24. 8. 2024 10:30:00,63.9000,255.6000,3,
24. 8. 2024 10:45:00,63.1000,252.4000,3,
24. 8. 2024 11:00:00,68.2500,273.0000,3,
24. 8. 2024 11:15:00,64.5000,258.0000,3,
24. 8. 2024 11:30:00,64.3500,257.4000,3,
24. 8. 2024 11:45:00,63.6500,254.6000,3,
24. 8. 2024 12:00:00,64.6500,258.6000,3,
24. 8. 2024 12:15:00,66.7250,266.9000,3,
24. 8. 2024 12:30:00,66.6750,266.7000,3,
24. 8. 2024 12:45:00,68.1250,272.5000,3,
24. 8. 2024 13:00:00,74.1500,296.6000,3,
24. 8. 2024 13:15:00,71.7750,287.1000,3,
24. 8. 2024 13:30:00,72.5500,290.2000,3,
24. 8. 2024 13:45:00,72.9750,291.9000,3,
24. 8. 2024 14:00:00,74.5500,298.2000,3,
24. 8. 2024 14:15:00,72.2500,289.0000,4,
24. 8. 2024 14:30:00,71.2250,284.9000,4,
24. 8. 2024 14:45:00,72.4750,289.9000,4,
24. 8. 2024 15:00:00,72.7000,290.8000,4,
24. 8. 2024 15:15:00,71.5750,286.3000,4,
24. 8. 2024 15:30:00,72.0000,288.0000,4,
24. 8. 2024 15:45:00,71.9000,287.6000,4,
24. 8. 2024 16:00:00,72.2500,289.0000,4,
24. 8. 2024 16:15:00,71.1250,284.5000,3,
24. 8. 2024 16:30:00,70.6500,282.6000,3,
24. 8. 2024 16:45:00,70.8250,283.3000,3,
24. 8. 2024 17:00:00,73.1000,292.4000,3,
24. 8. 2024 17:15:00,71.3500,285.4000,3,
24. 8. 2024 17:30:00,70.0250,280.1000,3,
24. 8. 2024 17:45:00,70.3000,281.2000,3,
24. 8. 2024 18:00:00,69.6500,278.6000,3,
24. 8. 2024 18:15:00,69.9750,279.9000,3,
24. 8. 2024 18:30:00,69.2000,276.8000,3,
24. 8. 2024 18:45:00,69.4250,277.7000,3,
24. 8. 2024 19:00:00,67.4250,269.7000,3,
24. 8. 2024 19:15:00,67.1750,268.7000,3,
24. 8. 2024 19:30:00,66.8500,267.4000,3,
24. 8. 2024 19:45:00,65.9000,263.6000,3,
24. 8. 2024 20:00:00,67.3000,269.2000,3,
24. 8. 2024 20:15:00,63.9250,255.7000,4,
24. 8. 2024 20:30:00,62.3500,249.4000,4,
24. 8. 2024 20:45:00,44.9750,179.9000,4,
24. 8. 2024 21:00:00,44.5000,178.0000,4,
24. 8. 2024 21:15:00,44.0500,176.2000,4,
24. 8. 2024 21:30:00,43.7000,174.8000,4,
24. 8. 2024 21:45:00,33.3500,133.4000,4,
24. 8. 2024 22:00:00,33.1500,132.6000,4,
24. 8. 2024 22:15:00,33.1250,132.5000,5,
24. 8. 2024 22:30:00,26.5000,106.0000,5,
24. 8. 2024 22:45:00,31.5250,126.1000,5,
24. 8. 2024 23:00:00,31.4750,125.9000,5,
24. 8. 2024 23:15:00,31.3000,125.2000,5,
24. 8. 2024 23:30:00,27.6250,110.5000,5,
24. 8. 2024 23:45:00,25.3500,101.4000,5,
25. 8. 2024 00:00:00,26.8500,107.4000,5,
25. 8. 2024 00:15:00,26.1750,104.7000,5,
25. 8. 2024 00:30:00,25.8000,103.2000,5,
25. 8. 2024 00:45:00,29.4250,117.7000,5,
25. 8. 2024 01:00:00,31.7750,127.1000,5,
25. 8. 2024 01:15:00,29.8500,119.4000,5,
25. 8. 2024 01:30:00,24.2500,97.0000,5,
25. 8. 2024 01:45:00,27.1750,108.7000,5,
25. 8. 2024 02:00:00,29.0250,116.1000,5,
25. 8. 2024 02:15:00,28.5250,114.1000,5,
25. 8. 2024 02:30:00,21.6750,86.7000,5,
25. 8. 2024 02:45:00,29.6000,118.4000,5,
25. 8. 2024 03:00:00,28.7000,114.8000,5,
25. 8. 2024 03:15:00,23.7000,94.8000,5,
25. 8. 2024 03:30:00,22.7750,91.1000,5,
25. 8. 2024 03:45:00,23.6750,94.7000,5,
25. 8. 2024 04:00:00,24.1750,96.7000,5,
25. 8. 2024 04:15:00,23.2000,92.8000,5,
25. 8. 2024 04:30:00,23.6250,94.5000,5,
25. 8. 2024 04:45:00,23.7250,94.9000,5,
25. 8. 2024 05:00:00,23.9000,95.6000,5,
25. 8. 2024 05:15:00,23.3750,93.5000,5,
25. 8. 2024 05:30:00,23.7750,95.1000,5,
25. 8. 2024 05:45:00,23.8750,95.5000,5,
25. 8. 2024 06:00:00,23.6000,94.4000,5,
25. 8. 2024 06:15:00,23.4250,93.7000,4,
25. 8. 2024 06:30:00,24.0750,96.3000,4,
25. 8. 2024 06:45:00,23.7750,95.1000,4,
25. 8. 2024 07:00:00,24.0500,96.2000,4,
25. 8. 2024 07:15:00,23.6750,94.7000,3,
25. 8. 2024 07:30:00,24.1500,96.6000,3,
25. 8. 2024 07:45:00,23.5500,94.2000,3,
25. 8. 2024 08:00:00,23.9500,95.8000,3,
25. 8. 2024 08:15:00,23.9500,95.8000,3,
25. 8. 2024 08:30:00,24.6250,98.5000,3,
25. 8. 2024 08:45:00,24.3750,97.5000,3,
25. 8. 2024 09:00:00,24.7250,98.9000,3,
25. 8. 2024 09:15:00,24.1250,96.5000,3,
25. 8. 2024 09:30:00,24.3750,97.5000,3,
25. 8. 2024 09:45:00,24.3750,97.5000,3,
25. 8. 2024 10:00:00,24.8750,99.5000,3,
25. 8. 2024 10:15:00,24.3000,97.2000,3,
25. 8. 2024 10:30:00,24.9000,99.6000,3,
25. 8. 2024 10:45:00,24.8500,99.4000,3,
25. 8. 2024 11:00:00,25.3750,101.5000,3,
25. 8. 2024 11:15:00,24.4750,97.9000,3,
25. 8. 2024 11:30:00,28.1750,112.7000,3,
25. 8. 2024 11:45:00,31.9250,127.7000,3,
25. 8. 2024 12:00:00,29.5750,118.3000,3,
25. 8. 2024 12:15:00,29.5250,118.1000,3,
25. 8. 2024 12:30:00,30.0750,120.3000,3,
25. 8. 2024 12:45:00,25.8000,103.2000,3,
25. 8. 2024 13:00:00,24.1250,96.5000,3,
25. 8. 2024 13:15:00,25.1750,100.7000,3,
25. 8. 2024 13:30:00,30.3000,121.2000,3,
25. 8. 2024 13:45:00,30.7250,122.9000,3,
25. 8. 2024 14:00:00,25.6500,102.6000,3,
25. 8. 2024 14:15:00,25.2750,101.1000,4,
25. 8. 2024 14:30:00,26.5250,106.1000,4,
25. 8. 2024 14:45:00,34.9500,139.8000,4,
25. 8. 2024 15:00:00,30.9500,123.8000,4,
25. 8. 2024 15:15:00,30.6250,122.5000,4,
25. 8. 2024 15:30:00,30.5250,122.1000,4,
25. 8. 2024 15:45:00,30.3500,121.4000,4,
25. 8. 2024 16:00:00,30.6000,122.4000,4,
25. 8. 2024 16:15:00,30.2750,121.1000,3,
25. 8. 2024 16:30:00,30.5500,122.2000,3,
25. 8. 2024 16:45:00,30.3750,121.5000,3,
25. 8. 2024 17:00:00,30.7000,122.8000,3,
25. 8. 2024 17:15:00,30.3000,121.2000,3,
25. 8. 2024 17:30:00,30.0000,120.0000,3,
25. 8. 2024 17:45:00,29.9000,119.6000,3,
25. 8. 2024 18:00:00,30.2750,121.1000,3,
25. 8. 2024 18:15:00,29.5750,118.3000,3,
25. 8. 2024 18:30:00,29.9000,119.6000,3,
25. 8. 2024 18:45:00,21.5500,86.2000,3,
25. 8. 2024 19:00:00,29.8000,119.2000,3,
25. 8. 2024 19:15:00,29.1500,116.6000,3,
25. 8. 2024 19:30:00,29.5500,118.2000,3,
25. 8. 2024 19:45:00,29.2250,116.9000,3,
25. 8. 2024 20:00:00,22.2000,88.8000,3,
25. 8. 2024 20:15:00,28.4000,113.6000,4,
25. 8. 2024 20:30:00,29.4250,117.7000,4,
25. 8. 2024 20:45:00,29.0750,116.3000,4,
25. 8. 2024 21:00:00,29.1000,116.4000,4,
25. 8. 2024 21:15:00,22.7250,90.9000,4,
25. 8. 2024 21:30:00,24.5000,98.0000,4,
25. 8. 2024 21:45:00,24.4250,97.7000,4,
25. 8. 2024 22:00:00,24.6750,98.7000,4,
25. 8. 2024 22:15:00,32.1000,128.4000,5,
25. 8. 2024 22:30:00,24.5250,98.1000,5,
25. 8. 2024 22:45:00,24.2000,96.8000,5,
25. 8. 2024 23:00:00,24.0500,96.2000,5,
25. 8. 2024 23:15:00,23.9500,95.8000,5,
25. 8. 2024 23:30:00,27.5250,110.1000,5,
25. 8. 2024 23:45:00,30.1250,120.5000,5,
26. 8. 2024 00:00:00,28.2500,113.0000,5,
26. 8. 2024 00:15:00,26.8250,107.3000,4,
26. 8. 2024 00:30:00,22.2500,89.0000,4,
26. 8. 2024 00:45:00,28.2000,112.8000,4,
26. 8. 2024 01:00:00,28.1750,112.7000,4,
26. 8. 2024 01:15:00,23.3250,93.3000,4,
26. 8. 2024 01:30:00,25.6500,102.6000,4,
26. 8. 2024 01:45:00,28.2250,112.9000,4,
26. 8. 2024 02:00:00,28.2250,112.9000,4,
26. 8. 2024 02:15:00,20.3750,81.5000,4,
26. 8. 2024 02:30:00,24.2000,96.8000,4,
26. 8. 2024 02:45:00,24.2000,96.8000,4,
26. 8. 2024 03:00:00,23.8250,95.3000,4,
26. 8. 2024 03:15:00,24.0750,96.3000,4,
26. 8. 2024 03:30:00,24.0250,96.1000,4,
26. 8. 2024 03:45:00,24.1500,96.6000,4,
26. 8. 2024 04:00:00,23.4250,93.7000,4,
26. 8. 2024 04:15:00,24.0000,96.0000,4,
26. 8. 2024 04:30:00,27.9250,111.7000,4,
26. 8. 2024 04:45:00,29.4500,117.8000,4,
26. 8. 2024 05:00:00,27.9500,111.8000,4,
26. 8. 2024 05:15:00,23.4000,93.6000,4,
26. 8. 2024 05:30:00,32.1750,128.7000,4,
26. 8. 2024 05:45:00,31.7750,127.1000,4,
26. 8. 2024 06:00:00,24.7500,99.0000,4,
26. 8. 2024 06:15:00,35.5500,142.2000,3,
26. 8. 2024 06:30:00,35.8250,143.3000,3,
26. 8. 2024 06:45:00,29.8250,119.3000,3,
26. 8. 2024 07:00:00,34.4250,137.7000,3,
26. 8. 2024 07:15:00,49.5500,198.2000,2,
26. 8. 2024 07:30:00,43.6000,174.4000,2,
26. 8. 2024 07:45:00,44.9500,179.8000,2,
26. 8. 2024 08:00:00,47.4500,189.8000,2,
26. 8. 2024 08:15:00,40.5500,162.2000,2,
26. 8. 2024 08:30:00,44.8750,179.5000,2,
26. 8. 2024 08:45:00,65.6000,262.4000,2,
26. 8. 2024 09:00:00,68.3250,273.3000,2,
26. 8. 2024 09:15:00,66.1500,264.6000,2,
26. 8. 2024 09:30:00,68.5250,274.1000,2,
26. 8. 2024 09:45:00,66.8500,267.4000,2,
26. 8. 2024 10:00:00,65.2750,261.1000,2,
26. 8. 2024 10:15:00,60.5000,242.0000,2,
26. 8. 2024 10:30:00,59.7250,238.9000,2,
26. 8. 2024 10:45:00,59.8500,239.4000,2,
26. 8. 2024 11:00:00,59.3750,237.5000,2,
26. 8. 2024 11:15:00,61.8500,247.4000,2,
26. 8. 2024 11:30:00,60.7250,242.9000,2,
26. 8. 2024 11:45:00,59.3500,237.4000,2,
26. 8. 2024 12:00:00,58.8250,235.3000,2,
26. 8. 2024 12:15:00,59.2000,236.8000,2,
26. 8. 2024 12:30:00,61.1750,244.7000,2,
26. 8. 2024 12:45:00,59.6500,238.6000,2,
26. 8. 2024 13:00:00,58.1750,232.7000,2,
26. 8. 2024 13:15:00,61.2500,245.0000,2,
26. 8. 2024 13:30:00,61.8000,247.2000,2,
26. 8. 2024 13:45:00,60.2000,240.8000,2,
26. 8. 2024 14:00:00,60.7750,243.1000,2,
26. 8. 2024 14:15:00,60.2000,240.8000,3,
26. 8. 2024 14:30:00,61.0500,244.2000,3,
26. 8. 2024 14:45:00,59.2750,237.1000,3,
26. 8. 2024 15:00:00,59.1750,236.7000,3,
26. 8. 2024 15:15:00,57.7500,231.0000,3,
26. 8. 2024 15:30:00,56.8750,227.5000,3,
26. 8. 2024 15:45:00,57.9500,231.8000,3,
26. 8. 2024 16:00:00,58.4000,233.6000,3,
26. 8. 2024 16:15:00,59.6500,238.6000,2,
26. 8. 2024 16:30:00,57.9750,231.9000,2,
26. 8. 2024 16:45:00,56.7250,226.9000,2,
26. 8. 2024 17:00:00,57.0250,228.1000,2,
26. 8. 2024 17:15:00,59.3000,237.2000,2,
26. 8. 2024 17:30:00,58.4250,233.7000,2,
26. 8. 2024 17:45:00,58.0000,232.0000,2,
26. 8. 2024 18:00:00,56.9500,227.8000,2,
26. 8. 2024 18:15:00,56.6750,226.7000,2,
26. 8. 2024 18:30:00,57.7750,231.1000,2,
26. 8. 2024 18:45:00,56.7250,226.9000,2,
26. 8. 2024 19:00:00,54.5750,218.3000,2,
26. 8. 2024 19:15:00,54.6750,218.7000,2,
26. 8. 2024 19:30:00,53.3000,213.2000,2,
26. 8. 2024 19:45:00,52.1750,208.7000,2,
26. 8. 2024 20:00:00,52.1500,208.6000,2,
26. 8. 2024 20:15:00,53.1250,212.5000,3,
26. 8. 2024 20:30:00,50.5500,202.2000,3,
26. 8. 2024 20:45:00,33.4750,133.9000,3,
26. 8. 2024 21:00:00,33.3250,133.3000,3,
26. 8. 2024 21:15:00,32.7750,131.1000,3,
26. 8. 2024 21:30:00,32.7000,130.8000,3,
26. 8. 2024 21:45:00,22.3750,89.5000,3,
26. 8. 2024 22:00:00,22.4750,89.9000,3,
26. 8. 2024 22:15:00,22.0000,88.0000,4,
26. 8. 2024 22:30:00,22.4500,89.8000,4,
26. 8. 2024 22:45:00,21.8000,87.2000,4,
26. 8. 2024 23:00:00,21.6500,86.6000,4,
26. 8. 2024 23:15:00,21.2000,84.8000,4,
26. 8. 2024 23:30:00,20.7250,82.9000,4,
26. 8. 2024 23:45:00,20.1250,80.5000,4,
27. 8. 2024 00:00:00,20.1500,80.6000,4,
27. 8. 2024 00:15:00,19.9500,79.8000,4,
27. 8. 2024 00:30:00,19.8750,79.5000,4,
27. 8. 2024 00:45:00,18.9750,75.9000,4,
27. 8. 2024 01:00:00,19.2500,77.0000,4,
27. 8. 2024 01:15:00,19.1000,76.4000,4,
27. 8. 2024 01:30:00,18.8500,75.4000,4,
27. 8. 2024 01:45:00,19.1250,76.5000,4,
27. 8. 2024 02:00:00,19.3500,77.4000,4,
27. 8. 2024 02:15:00,17.8250,71.3000,4,
27. 8. 2024 02:30:00,17.5500,70.2000,4,
27. 8. 2024 02:45:00,16.3750,65.5000,4,
27. 8. 2024 03:00:00,15.8750,63.5000,4,
27. 8. 2024 03:15:00,17.4250,69.7000,4,
27. 8. 2024 03:30:00,16.4500,65.8000,4,
27. 8. 2024 03:45:00,16.5500,66.2000,4,
27. 8. 2024 04:00:00,16.2250,64.9000,4,
27. 8. 2024 04:15:00,17.1000,68.4000,4,
27. 8. 2024 04:30:00,16.3750,65.5000,4,
27. 8. 2024 04:45:00,16.3250,65.3000,4,
27. 8. 2024 05:00:00,16.1250,64.5000,4,
27. 8. 2024 05:15:00,16.8000,67.2000,4,
27. 8. 2024 05:30:00,17.2000,68.8000,4,
27. 8. 2024 05:45:00,19.5750,78.3000,4,
27. 8. 2024 06:00:00,20.8500,83.4000,4,
27. 8. 2024 06:15:00,23.3000,93.2000,3,
27. 8. 2024 06:30:00,23.3000,93.2000,3,
27. 8. 2024 06:45:00,23.5750,94.3000,3,
27. 8. 2024 07:00:00,23.8750,95.5000,3,
27. 8. 2024 07:15:00,37.2000,148.8000,2,
27. 8. 2024 07:30:00,37.1000,148.4000,2,
27. 8. 2024 07:45:00,37.4750,149.9000,2,
27. 8. 2024 08:00:00,37.7500,151.0000,2,
27. 8. 2024 08:15:00,35.7500,143.0000,2,
27. 8. 2024 08:30:00,37.5500,150.2000,2,
27. 8. 2024 08:45:00,56.1500,224.6000,2,
27. 8. 2024 09:00:00,67.1000,268.4000,2,
27. 8. 2024 09:15:00,61.4000,245.6000,2,
27. 8. 2024 09:30:00,59.9000,239.6000,2,
27. 8. 2024 09:45:00,58.0500,232.2000,2,
27. 8. 2024 10:00:00,57.9500,231.8000,2,
27. 8. 2024 10:15:00,59.1000,236.4000,2,
27. 8. 2024 10:30:00,87.7500,351.0000,2,
27. 8. 2024 10:45:00,105.0000,420.0000,2,
27. 8. 2024 11:00:00,67.9500,271.8000,2,
27. 8. 2024 11:15:00,65.5250,262.1000,2,
27. 8. 2024 11:30:00,69.7250,278.9000,2,
27. 8. 2024 11:45:00,70.1500,280.6000,2,
27. 8. 2024 12:00:00,72.1250,288.5000,2,
27. 8. 2024 12:15:00,64.0250,256.1000,2,
27. 8. 2024 12:30:00,71.4750,285.9000,2,
27. 8. 2024 12:45:00,75.1250,300.5000,2,
27. 8. 2024 13:00:00,73.4500,293.8000,2,
27. 8. 2024 13:15:00,72.4750,289.9000,2,
27. 8. 2024 13:30:00,73.2000,292.8000,2,
27. 8. 2024 13:45:00,72.0250,288.1000,2,
27. 8. 2024 14:00:00,69.9750,279.9000,2,
27. 8. 2024 14:15:00,72.1500,288.6000,3,
27. 8. 2024 14:30:00,74.6500,298.6000,3,
27. 8. 2024 14:45:00,74.0000,296.0000,3,
27. 8. 2024 15:00:00,72.5000,290.0000,3,
27. 8. 2024 15:15:00,73.9250,295.7000,3,
27. 8. 2024 15:30:00,70.4750,281.9000,3,
27. 8. 2024 15:45:00,70.7500,283.0000,3,
27. 8. 2024 16:00:00,63.4250,253.7000,3,
27. 8. 2024 16:15:00,67.7500,271.0000,2,
27. 8. 2024 16:30:00,70.9750,283.9000,2,
27. 8. 2024 16:45:00,72.7500,291.0000,2,
27. 8. 2024 17:00:00,68.9500,275.8000,2,
27. 8. 2024 17:15:00,70.2000,280.8000,2,
27. 8. 2024 17:30:00,70.7000,282.8000,2,
27. 8. 2024 17:45:00,66.2500,265.0000,2,
27. 8. 2024 18:00:00,63.3500,253.4000,2,
27. 8. 2024 18:15:00,64.4500,257.8000,2,
27. 8. 2024 18:30:00,68.0500,272.2000,2,
27. 8. 2024 18:45:00,70.2250,280.9000,2,
27. 8. 2024 19:00:00,66.1000,264.4000,2,
27. 8. 2024 19:15:00,63.7500,255.0000,2,
27. 8. 2024 19:30:00,58.9000,235.6000,2,
27. 8. 2024 19:45:00,60.4250,241.7000,2,
27. 8. 2024 20:00:00,58.9500,235.8000,2,
27. 8. 2024 20:15:00,57.3750,229.5000,3,
27. 8. 2024 20:30:00,58.7250,234.9000,3,
27. 8. 2024 20:45:00,40.9500,163.8000,3,
27. 8. 2024 21:00:00,40.0250,160.1000,3,
27. 8. 2024 21:15:00,39.9000,159.6000,3,
27. 8. 2024 21:30:00,39.8500,159.4000,3,
27. 8. 2024 21:45:00,29.8500,119.4000,3,
27. 8. 2024 22:00:00,29.5250,118.1000,3,
27. 8. 2024 22:15:00,29.1500,116.6000,4,
27. 8. 2024 22:30:00,28.8750,115.5000,4,
27. 8. 2024 22:45:00,28.6000,114.4000,4,
27. 8. 2024 23:00:00,28.3000,113.2000,4,
27. 8. 2024 23:15:00,27.5500,110.2000,4,
27. 8. 2024 23:30:00,27.7750,111.1000,4,
27. 8. 2024 23:45:00,27.1250,108.5000,4,
28. 8. 2024 00:00:00,27.0250,108.1000,4,
28. 8. 2024 00:15:00,26.6500,106.6000,4,
28. 8. 2024 00:30:00,26.1500,104.6000,4,
28. 8. 2024 00:45:00,26.2250,104.9000,4,
28. 8. 2024 01:00:00,26.7000,106.8000,4,
28. 8. 2024 01:15:00,26.6250,106.5000,4,
28. 8. 2024 01:30:00,26.4250,105.7000,4,
28. 8. 2024 01:45:00,26.0250,104.1000,4,
28. 8. 2024 02:00:00,25.1500,100.6000,4,
28. 8. 2024 02:15:00,24.2250,96.9000,4,
28. 8. 2024 02:30:00,24.2000,96.8000,4,
28. 8. 2024 02:45:00,24.1500,96.6000,4,
28. 8. 2024 03:00:00,25.4250,101.7000,4,
28. 8. 2024 03:15:00,23.8250,95.3000,4,
28. 8. 2024 03:30:00,23.7000,94.8000,4,
28. 8. 2024 03:45:00,23.8000,95.2000,4,
28. 8. 2024 04:00:00,25.4000,101.6000,4,
28. 8. 2024 04:15:00,23.8500,95.4000,4,
28. 8. 2024 04:30:00,23.3750,93.5000,4,
28. 8. 2024 04:45:00,23.6500,94.6000,4,
28. 8. 2024 05:00:00,24.9500,99.8000,4,
28. 8. 2024 05:15:00,23.3250,93.3000,4,
28. 8. 2024 05:30:00,23.4500,93.8000,4,
28. 8. 2024 05:45:00,23.1250,92.5000,4,
28. 8. 2024 06:00:00,28.0000,112.0000,4,
28. 8. 2024 06:15:00,30.4500,121.8000,3,
28. 8. 2024 06:30:00,30.5250,122.1000,3,
28. 8. 2024 06:45:00,30.4500,121.8000,3,
28. 8. 2024 07:00:00,30.8250,123.3000,3,
28. 8. 2024 07:15:00,44.9750,179.9000,2,
28. 8. 2024 07:30:00,44.0250,176.1000,2,
28. 8. 2024 07:45:00,46.1750,184.7000,2,
28. 8. 2024 08:00:00,46.1250,184.5000,2,
28. 8. 2024 08:15:00,43.7750,175.1000,2,
28. 8. 2024 08:30:00,48.5750,194.3000,2,
28. 8. 2024 08:45:00,72.5500,290.2000,2,
28. 8. 2024 09:00:00,66.5250,266.1000,2,
28. 8. 2024 09:15:00,68.1500,272.6000,2,
28. 8. 2024 09:30:00,65.9250,263.7000,2,
28. 8. 2024 09:45:00,65.1250,260.5000,2,
28. 8. 2024 10:00:00,65.7250,262.9000,2,
28. 8. 2024 10:15:00,66.1000,264.4000,2,
28. 8. 2024 10:30:00,65.5250,262.1000,2,
28. 8. 2024 10:45:00,66.3750,265.5000,2,
28. 8. 2024 11:00:00,65.6750,262.7000,2,
28. 8. 2024 11:15:00,66.9250,267.7000,2,
28. 8. 2024 11:30:00,68.4500,273.8000,2,
28. 8. 2024 11:45:00,75.7250,302.9000,2,
28. 8. 2024 12:00:00,73.2000,292.8000,2,
28. 8. 2024 12:15:00,71.3500,285.4000,2,
28. 8. 2024 12:30:00,73.3750,293.5000,2,
28. 8. 2024 12:45:00,72.3500,289.4000,2,
28. 8. 2024 13:00:00,72.3750,289.5000,2,
28. 8. 2024 13:15:00,71.9750,287.9000,2,
28. 8. 2024 13:30:00,71.1000,284.4000,2,
28. 8. 2024 13:45:00,73.6750,294.7000,2,
28. 8. 2024 14:00:00,73.5250,294.1000,2,
28. 8. 2024 14:15:00,72.9250,291.7000,3,
28. 8. 2024 14:30:00,72.9500,291.8000,3,
28. 8. 2024 14:45:00,73.2750,293.1000,3,
28. 8. 2024 15:00:00,71.8500,287.4000,3,
28. 8. 2024 15:15:00,72.3750,289.5000,3,
28. 8. 2024 15:30:00,70.0250,280.1000,3,
28. 8. 2024 15:45:00,72.2250,288.9000,3,
28. 8. 2024 16:00:00,71.9750,287.9000,3,
28. 8. 2024 16:15:00,70.9000,283.6000,2,
28. 8. 2024 16:30:00,72.0750,288.3000,2,
28. 8. 2024 16:45:00,70.9250,283.7000,2,
28. 8. 2024 17:00:00,71.1750,284.7000,2,
